Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","302.2","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","300.3","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","342.9","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","482.1","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","294","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","214.4","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","137.2","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","386","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","226.8","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","234.7","Fc","Calculated data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","414.1","","Official data"
"PP","Producer Prices","1","Armenia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","234.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","183.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","251.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","165.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","289.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","232.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","175.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","203.2","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","161.8","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","165.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","165.3","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","177.1","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","160.6","","Official data"
"PP","Producer Prices","11","Austria","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","181.9","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","129.4","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","158.8","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","117.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","105.9","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","1017.6","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","176.5","","Official data"
"PP","Producer Prices","52","Azerbaijan","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","152.9","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","202.1","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","214.6","","Official data"
"PP","Producer Prices","16","Bangladesh","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","279.8","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","143.6","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","7021","Annual value","USD","265.9","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","335.3","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","152.3","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","99.4","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","102.4","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","124.4","","Official data"
"PP","Producer Prices","57","Belarus","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","158.2","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","209.7","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","90.6","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","164.7","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","103.9","","Official data"
"PP","Producer Prices","255","Belgium","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","196.7","","Official data"
"PP","Producer Prices","53","Benin","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","245","","Official data"
"PP","Producer Prices","53","Benin","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","545.6","","Official data"
"PP","Producer Prices","53","Benin","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","691.6","","Official data"
"PP","Producer Prices","53","Benin","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","347.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","199.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","392.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","349.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","92","Quinoa","2018","2018","7021","Annual value","USD","903.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","348.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","106.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","348.6","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","188.7","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","7021","Annual value","USD","261.2","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","167","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","156.3","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","209","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","151.7","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","159.7","","Official data"
"PP","Producer Prices","26","Brunei Darussalam","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","3399.5","","Official data"
"PP","Producer Prices","26","Brunei Darussalam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","926.7","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","176.6","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","168.8","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","171.1","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","312.2","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","158.2","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","209.6","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","163.4","","Official data"
"PP","Producer Prices","27","Bulgaria","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","183.9","","Official data"
"PP","Producer Prices","29","Burundi","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","346.1","","Official data"
"PP","Producer Prices","29","Burundi","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","384.2","","Official data"
"PP","Producer Prices","35","Cabo Verde","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","2406.2","","Official data"
"PP","Producer Prices","35","Cabo Verde","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","756.3","","Official data"
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","163.9","","Official data"
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","101","Canary seed","2018","2018","7021","Annual value","USD","357.2","","Official data"
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","150.8","","Official data"
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","147","","Official data"
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","151.3","","Official data"
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","190.1","","Official data"
"PP","Producer Prices","39","Chad","5532","Producer Price (USD/tonne)","108","Cereals nes","2018","2018","7021","Annual value","USD","313.3","","Official data"
"PP","Producer Prices","39","Chad","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","345.7","","Official data"
"PP","Producer Prices","39","Chad","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","336.7","","Official data"
"PP","Producer Prices","39","Chad","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","1004.6","","Official data"
"PP","Producer Prices","39","Chad","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","280.9","","Official data"
"PP","Producer Prices","39","Chad","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","637.3","","Official data"
"PP","Producer Prices","40","Chile","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","209.5","","Official data"
"PP","Producer Prices","40","Chile","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","270.4","","Official data"
"PP","Producer Prices","40","Chile","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","244.6","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","398","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","474.8","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","340.8","","Official data"
"PP","Producer Prices","41","China, mainland","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","398","","Official data"
"PP","Producer Prices","41","China, mainland","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","474.8","","Official data"
"PP","Producer Prices","41","China, mainland","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","340.8","","Official data"
"PP","Producer Prices","48","Costa Rica","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","400.7","","Official data"
"PP","Producer Prices","48","Costa Rica","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","474.5","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","176","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","152.2","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","144.4","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","177.6","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","154.5","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","172.6","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","223.2","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","374.6","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","263.3","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","307.4","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","200.1","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","185","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","262.4","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","192.1","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","166.5","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","184.1","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","203.5","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","192.3","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","188.9","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","198.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","198.9","","Official data"
"PP","Producer Prices","56","Dominican Republic","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","404.1","","Official data"
"PP","Producer Prices","56","Dominican Republic","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","381.1","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","391.7","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","314","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","92","Quinoa","2018","2018","7021","Annual value","USD","1208.9","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","292.5","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","396.8","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","254.2","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","165.1","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","199.9","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","166","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","212.2","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","339.5","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","371.7","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","365.2","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","187","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","208.7","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","159.1","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","194.2","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","303.3","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","205.6","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","277.4","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","424","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","355.8","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","278.5","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","305.9","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","766.5","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","455.1","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","201.9","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","210.2","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","209","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","236.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","195.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","186.7","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","145.7","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","372.1","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","246","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","187.2","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","171","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","195.1","","Official data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","94","Fonio","2018","2018","7021","Annual value","USD","1944.7","","Official data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","436.2","","Official data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","418.9","","Official data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","617.5","","Official data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","506.7","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","180","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","200","","Official data"
